TID|Genre|Style|StyleDesciption|Style_address
70000122|Electronic|Hardcore|Hardcore can refer to 1a) electronic dance music style "hardcore"; that is usually quite fast and always rather hard (hence the name), 4×4-beat form of techno. Originated and popular in Germany, Belgium and Holland. Also favoured and prominent since the early days in UK and US. Developed from the sounds of acid, techno, house and hardcore breakbeat of which more later. In Belgium the style of new beat should be mentioned as precedent to techno. Later faster variation of techno was being produced in Belgium which eventually led to hardcore and gabber over there.Hardcore can be fairly minimal and refined consisting of synthetic pad sounds, a (Roland TB-303) acid line, drum pattern (Roland TR-909 or TR-808, for example) and sampled vocal sounds. The beat from the drum machine is similar to any other harder variety of electronica: open and closed hi-hats, snare, clap, ride cymbal and cymbal at the beginning of a pattern and on the fills at the end. Usually used in a way that gives the style its distinctive frenzy and hardness, and making the hectic beat sound even faster than it actually is. All the drum sounds can be also heavily reverberated, echoed, flangered or being filtered up and down on the breakdowns or throughout the entire song. Distortion is extremely often used especially on the kick drum making it a highly distinguishable feature of the style.Hardcore has also another side besides the more sophisticated one with tweaking acid lines and drum machine-made beats: and equally hard but more brutal and not-so-subtle, based more on sampling of sounds and voices, synths and hoovers and breakbeats/drum loops. With the clap and snare beating each time – or on 2 & 4 – on the 4×4 beat, this variation of hardcore is closely related to gabber which is the most similar style within the electronic genre. Compared to gabber, hardcore tends to be a bit slower but the tracks are executed in a more complex way sound- and structurewise. It's more sinister, whereas gabber can be described often quite silly, joyous and tongue-in-cheek and leaning on (melodic) rhythm patterns, although humour is not completely unknown to hardcore either. The BPM-count may be lower but the overall atmosphere of a song is darker and harder-edge. Hard techno and industrial hardcore are two other styles akin.The kick drum can be hard, sharp and technolike or harsh, distorted and raw. It can be echoed or reverbed to give it a full, pumping character that moves the track forward. The distortion can also be used in the same manner as in jumpstyle, gabber, hard trance or US hard house: making the bass drum low and booming but not turning the waveform jaded or jagged; maintaining certain roundness and softness to it. The tempo is within 130–235 BPM. German Marc Trauner (Acardipane) released the first song considered hardcore in 1990: Mescalinum United – We Have Arrived.or1b) Hardcore breakbeat – a style of electronic dance music with a broken, mostly sampled beat structure. Emerged in the UK in the early 90s. Lots of pitched-up rap vocal samples and drumloops, hoovers, stabs, pianos and chords used. Heavy on bass; sub-bass sounds used. Predecessor of jungle and drum & bass. BPM: 120–150.or2) Rock style – also known as hardcore punk – that was started in the late 70s by Middle Class, followed by Black Flag and then by the likes of Discharge (from Stoke-on-Trent), Circle Jerks, Minor Threat, Asocial, Dead Kennedys, Misfits, Bad Brains, The Germs and many, many more. While early hardcore punk was extremely tied to punk rock, the genre developed into a more aggressive and of shorter songs. The term "hardcore punk"; was probably coined by Discharge (from Middlesborough, not the D-beat band from Stoke-on-Trent) in their 1980 split EP with The Filth, in their song "Hardcore Punx";. Canadian Band D.O.A.'s Seminal 1981 12&#8243; "HARDCORE '81"; also forwarded the term to general use. The expression "mosh"; (as in "moshing"; or "mosh pit";) is attributed to H.R. – reggae/hardcore punk band Bad Brains vocalist and frontman – who used the word "mash"; (pronounced "mosh"; in a Jamaican accent) lyrically and on-stage, in the means of inciting and to describing the aggressive and often violent dancing that took place in concerts.|/style/hardcore
70000123|Electronic|Hardstyle|Hardstyle is an electronic dance genre mixing influences from hard trance and hardcore. Hardstyle typically consists of a deep, hard-sounding kick drum, intense faded or reversed basslines accompanying the beat, a dissonant synth melody, and detuned and distorted sounds. Many hardcore artists produce hardstyle tracks as well, and many newer Hardstyle tracks are written in compound time (for example older Headhunterz and Noisecontrollers work).|/style/hardstyle
70000124|Electronic|Harsh Noise Wall|Harsh Noise Wall is a genre of noise music. HNW is distinct in the fact that the music consists of unchanging walls of sound that can go on for extremely long periods of time. Many artists opt to distort and process white noise for their recordings, but other source material can be used. Despite the name, HNW is not always harsh and can also have a gentler sound or entirely consist of pops and clicks.|/style/harsh+noise+wall
70000125|Electronic|Hi NRG|As the name implies, Hi-NRG is a higher-BPM style of dance music that was very popular in the 1980s, especially in gay nightclubs. It evolved from disco, preserving the four-on-the-floor kick drum and emphasizing strong melodies and simple octave bass lines, but also having a harder, more rock-like sound, with pop vocals and snare hits on the 2s and 4s. In addition to the main beat, there was usually an accompanying second, a syncopated "shuffle"; rhythm, often made with a tambourine or similar high-pitched snare sound (or, more often, an electronic variant thereof).The early Hi-NRG repertoire was dominated by the dense, synth bass-driven sound of American producers Patrick Cowley and Bobby Orlando, and then the tighter, rapid-fire syncopated percussion of UK producers Ian Anthony Stephens and Ian Levine. The later Hi-NRG sound was defined largely by the PWL Hit Factory—producer/songwriters Stock/Aitken/Waterman and engineers Phil Harding & Ian Curnow—starting with Dead or Alive's "You Spin Me Round (Like a Record)"; in 1984 and continuing through a string of dance-pop hits in the late '80s.In the first half of the '80s, Hi-NRG enjoyed mainstream success as aerobics/workout music. The style's peak in 1986–1988 led to wider acceptance, with songs like "Boom Boom (Let's Go Back to My Room)"; by Paul Lekakis and "Never Gonna Give You Up"; by Rick Astley enjoying long chart runs and much radio play. This coincided with an increasing influence of house music, like the use of longer, more repetitive bass lines and open hi-hat sounds on the off beat. The peak was followed by a very rapid decline as house music and Eurodance overtook the club scene in 1989.|/style/hi+nrg
70000126|Electronic|Hip Hop|Hip hop music, also called hip-hop, rap music, or hip-hop music, is a music genre consisting of a stylized rhythmic music that commonly accompanies rapping, a rhythmic and rhyming speech that is chanted. It developed as part of hip hop culture, a subculture defined by four key stylistic elements: MCing/rapping, DJing/scratching, break dancing, and graffiti writing. Other elements include sampling (or synthesis), and beatboxing. While often used to refer to rapping, "hip hop"; more properly denotes the practice of the entire subculture. The term hip hop music is sometimes used synonymously with the term rap music, though rapping is not a required component of hip hop music; the genre may also incorporate other elements of hip hop culture, including DJing and scratching, beatboxing, and instrumental tracks.|/style/hip+hop
70000127|Electronic|Hip-House|House music with a hip-hop influence. Vocals are usually rapped over a house beat.The actual hip-house scene was almost exclusively a Chicago phenomenon which started (on wax) in 1988 and had run its course by the end of 1990. It was created by house music producers, and featured a fast, syncopated rapping flow. This was in contrast to what pioneering hip-house producer Fast Eddie called "house rap";, in which hip-hop artists from other regions combined more traditional, slower rapping styles with house, or the European house- and techno-based club music which incorporated rapping as a "hard";/";streetwise"; novelty.On Discogs, the Hip-House tag tends to be applied to any combination of rap vocals with house music, thus it includes all of these variations from 1986 to the present day.|/style/hip-house
70000128|Electronic|House|In early 1980s Chicago, club visitors named House the mixture of music played by Frankie Knuckles at the discotheque "Warehouse";. House music, as a genre of electronic dance music, originated in Chicago in the mid 1980s. In the mid-to-late 1980s, house music became popular in Europe, and then other major cities in North America, South America, and Australia.[17] Early house music commercial success in Europe saw songs such as "Pump Up The Volume"; by MARRS (1987), "House Nation"; by House Master Boyz and the Rude Boy of House (1987), "Theme from S'Express"; by S'Express (1988) and "Doctorin' the House"; by Coldcut (1988) in the pop charts. Since the early to mid-1990s, house music has been infused in mainstream pop and dance music worldwide.|/style/house
70000129|Electronic|IDM|IDM, or Intelligent Dance Music, is a style in electronic music emerging in the early 90's and characterized by unusual, weird, distorted sounds, and drum lines consisting of very short bleeps and glitches. Originally applied to musicians like Future Sound Of London ; Orbital ; Aphex Twin ; Black Dog & B12 the term is now extended to a multitude of artists who produce experimental electronic music while keeping the influence of their dance-floor origins, often produced on simple laptops using only sequencer software. The term IDM is now used almost exclusively in its acronym form, as the actual meaning came to be interpreted as implying that other styles of dance music are not intelligent.|/style/idm
70000130|Electronic|Illbient|Illbient is characterized by dub-wise layering of soundscapes, hip hop-influenced use of samples, and a progressive approach to beat programming that encompasses all genres of world groove and electronic music. It can be thought of as the dark, industrial, and often abstract, experimental side of the Downtempo genre.|/style/illbient
70000131|Electronic|Industrial|Industrial music is a genre of experimental music that emerged in the mid-1970s. Its basic components are semi-acoustic and include the use of electronic instruments as well as unusual objects such as metal rods and pipes, and rigged power tools. It incorporates noise, tape manipulation, drones, metallic timbres, monotonous rhythms evocative of machinery, and similar "factory floor"; aesthetics. Traditional instruments are sometimes used, but usually in non-traditional ways. Vocals, if present, tend to be either disaffected or angry. Lyrical content tends to embody dark themes, as well as protest, tension, uncertainty, and the like. As with many alternative styles, it generally eschews pop melodies, virtuosic solos, and romantic themes.Industrial has always had a fragmented identity, not having anywhere near as cohesive a sound as most other electronic genres, and it has long had a love/hate relationship with dance music. In its early years (mid-1970s to mid 1980s), industrial music was partly rhythmic but rarely danceclub-friendly, and was predominantly a product of the heady British, Australian, and European art-school scenes.After the split of Throbbing Gristle in 1981, Industrial music spawned several subgenres that have been described as Post-industrial music. This includes genres such as Power Electronics (Whitehouse), Ambient Industrial or Dark Ambient (Lustmørd), Martial Industrial (Laibach), Ritual music (Zero Kama), and Electronic body music, a genre that combines Industrial elements with early Electro-punk (DAF). Many of these styles have their own entry on Discogs.In the mid and especially latter half of the 1980s, bands from the New Wave/SynthPop scene such as Ministry adopted elements of Post-industrial music (e.g. EBM) and Rock music and laid the foundations of Industrial rock.|/style/industrial
70000132|Electronic|Italo House|             Italo House is a form of &#8216;House music’ that originated in Italy. It was mainly popular in Italy, the U.K., and the United States in the late 80's to early 90’s and has since become more popular all over the world. This style of music originally blended House music with the Italo Disco sound, hence the name ‘Italo House’. The main characteristic of this musical genre originally was the use of samples, especially female vocal samples over a House groove that was predominantly ruled on some tracks by electronic piano chords. Taking influences from the early Chicago House hits of the late 80s.           Typically the vocals used in most Italo House tracks where sampled from early U.S. Freestyle and House tracks, such as ‘Listen Up – Listen Up’, ‘Darcy Alonso &#8211; Waited so long’, ‘Kristol &#8211; Passion of a woman’ & ‘India &#8211; Dancing on the fire’ etc. The music also featured male & female raps, or sections of raps which were lifted from Hip Hop or Hip House acapella’s from around the same time. They also sampled the big vocals from Disco Diva's such as Aretha Franklin, Jocelyn Brown, Loleatta Holloway, Patti La Belle and Seidah Garrett.           Samples came from various acapellas from tracks such as:- Aretha Franklin &#8211; Rokk-A-Lott / Jocelyn Brown &#8211; I’m Gonna Get You Boy / Loleatta Holloway &#8211; Love Sensation. These powerful vocals would usually be used for the chorus, sometimes even not making much sense, due to the Italian musicians and producers at the time not understanding English very well. A prime example is the use of Loleatta Holloways ‘Right on time’ vocal, used in the 1989 No.1 hit by Black Box called ‘Ride On Time’.            In most cases the Italo House sound makes use of a melodic repeated piano chord progression, diva vocals, a 4/4 beat with a tempo of around 120-122bpm. During this time, Italo House musicians, producers also featured acid sounds within their music and ventured as far as producing Techno, some producers also incorporated the exciting piano sound that had now become the basis of Italo House within some of their Techno releases.            The best known example of Italo House, as already mentioned is ‘Ride on Time’ by ‘Black Box’. Black Box, along with the ‘FPI Project’, Media Records ‘Cappella’ and the ‘49ers’ made the genre very popular in the late 80's and early 90's with their very uplifting songs.           The original name ‘Italo House’ slowly drifted away around 1991 / 1992 and it later became known as Italian-House, especially in the UK, but the sound stayed the same ‘happy and euphoric’ pioneered essentially by the production stable of Discomagics Severo Lombardoni and Media Records Gianfranco Bortolotti. The latter carrying on the Italo House sound well into the mid-90s, whose alter egos included Cappella, RAF, East Side Beat and the 49ers to name but a few. The music produced in Italy dominated the British dance charts and clubs of the very early 90s (1990/1991)  with songs like:- Asha – JJ Tribute / DJ H feat Stefy – Think About / Pierre Feroldi – Movin Now / Last Rhythm – Last Rhythm and Jinny – Keep warm, all expressing a happy vibe & atmosphere.                 Probably the most well known Label and Distributor of the Italo House genre would have to be Discomagic Records in Rome, which had many subsidiary labels that featured Italo House music. This was by far the largest italo Disco / House / Dance record label in Italy at the time and was run by Severo Lombardoni. This label along with Media Records set the standards for an entire genre of music.In 1991, artists such as K-Klass, Bassheads, Love Decade etc. all created excellent House music that incorporated piano chords that was typical of the time when Italo House ruled the Northern UK House music scene. DJs such as Sasha championed the Italo House sound and featured the genre heavily within his sets. Clubs like Shelley’s, the Hacienda and Legends where also well known for playing Italo House in 1990 and 1991 with Legends being well known for playing more of the obscure Italo House.               To this day Italo House music is collected far and wide by keen, avid record collectors, all chasing that illusive Italo House / Italian-House track/tracks with some costing the buyer £100 +. These fanatics of Italo House have become known as ‘Italo House Aficionados’.|/style/italo+house
70000133|Electronic|Italo-Disco|Generally, Italo-Disco consists of English pop vocals (often sung a little weirdly by non-native English speakers) over mid-tempo, heavily synthetic disco or hybrid disco-electro rhythms, with emphasized lead synths. It was mostly produced by Italians in the mid-1980s. This style/scene is said to have been named by ZYX Records boss Bernhard Mikulski to market licensed releases and numerous compilations, although not always strictly Italian productions. Thus, the term is sometimes used more broadly to describe dance music from outside of Italy and from different eras and in more diverse styles. On Discogs, fans of the style generally prefer to limit the term's use to 1980s Italian productions and newer material that is clearly a tribute to the original sound, although there are no clear boundaries.|/style/italo-disco
70000134|Electronic|Italodance|Italodance is essentially Eurodance (or Euro House) music produced in Italy. More specifically, it is a subgenre of House music that was popular in nightclubs during the 1990's in most of Europe, but particularly in Italy. Very formulaic, this style makes heavy use of synthesizers: strong basslines, pounding beats, with a set tempo anywhere between 120 and 160 beats per minute. A typical song will have male rappers sing the verses and female singers perform the chorus, but variations of that formula are frequent. Songs featuring heavy sampling are not rare. Instrumental releases were also fairly frequent.While Eurodance was born out of cross-influence between various genres, including Hip-Hop, House, Disco and Hi-NRG, Italodance takes heavier inspiration from the 1980's Italo Disco, with several producers from the Italo Disco era crossing over, giving Italodance a distinct sound from Eurodance.Italodance production covers the entire span of the 1990's, but reached its peak in 1993 up to 1996. During this era, production was absolutely massive; many records were being quickly produced, which leaded to inconsistent output quality between releases. Nevertheless, the Italodance wave created a fair amount of internationally successful acts, such as Whigfield, Ice MC, Corona, Da Blitz, U.S.U.R.A., Double You, Alexia, Gala and others. The genre is sometimes expanded to include late 90's/early 2000's acts such as Eiffel 65, the latter work of Gigi d'Agostino and Paps & Skar, which were also very successful overseas.|/style/italodance
70000135|Electronic|J-Core|J-Core is a hardcore techno style that emerged during the mid 90's and was popularized by labels such as Sharpnelsound and ALiCE'S EMOTiON. Specifically, J-Core is a variation of Happy Hardcore and Gabber. It's known for fast-paced heavy sampling, often high-pitched vocals and incorporates many "otaku"; themes, such as anime, videogames or typical japanese pop culture. More broadly, the term is also used as an umbrella term for a wide range of hard electronic music featuring these themes, ranging from jungle/breakbeat to speedcore. For a long time there was no term coined for this kind of music, but when this style gained international fame the term was coined around 2005 and from then on this style of music was referred to as J-Core.During the mid 90's, Japan had a rich underground hardcore scene, but at one point the Japanese scene began to divide with one movement sticking to the original european style of hardcore (such as Bass2 Records and Teikoku Records), and another moving towards a "geek culture"; kind of hardcore (such as Sharpnelsound, Toy Label and Murder Yacht School). This second movement was very much about self-made doujin (fandom) releases, not bothered by copyright since it was a very underground niche culture at the time. As a result, many albums feature unlicensed remixes and in recent years some labels have had to shut down the production of these albums or face consequences.During the 2000's record labels such as ALiCE'S EMOTiON, C.H.S and X-Treme Hard started to emerge which brought a more polished sound to the scene and started to become more mainstream as the years progressed. At this time the scene also gained international fame. Various stores sold the albums internationally and events across the border started to happen too (such as Hardcore Synergy at Anime Central).Nowadays, many of the artists that made a name for themselves in the 90's and early 2000's are commissioned for official remixes of anime or videogames or have original songs released on videogames like Beatmania IIDX, but the unofficial scene is still going strong and releases hundreds of new fan-made albums a year at events such as Comiket or M3 (Mixed Media Market) alongside the professionally licensed albums. Despite the amount of releases though, it is still a very fleeting and underground scene. |/style/j-core
70000136|Electronic|Jazzdance|On Discogs, Jazzdance is a vague synonym for Acid Jazz and other music in a similar style.When first added to Discogs, it was envisioned as another name for late 1990s Acid Jazz, or the slower side of Future Jazz. However, the term is also said to have been used in the 1980s among Northern Soul nightclub DJs, in reference to some of the 1950s–1980s funk, soul, and jazz music they curated for the dancefloor. Relatively obscure selections from that scene became known as Rare Groove by 1985, and the terms Acid Jazz and Dancefloor Jazz were coined soon after to market contemporary acts playing in a Jazzdance/Rare Groove style.Some background:In early 2001, former Discogs user SayVegin [proposed Future Jazz](https://www.discogs.com/forum/thread/1205) as an Electronic style tag for bands like Jazzanova, Fila Brazillia, and A Forest Mighty Black. He then [proposed Jazzdance](https://www.discogs.com/forum/thread/1231#11569) "for acts like Mr. Gone, Down To The Bone, Soulstance which have a more dance-oriented tempo";.With these examples, there is little to differentiate jazzdance from acid jazz. At that time, the uptempo bossa and samba-infused nu-jazz/future-jazz music of Jazzanova was very similar to that of Mr. Gone and Soulstance. Meanwhile, Fila Brazillia's midtempo, funky, sometimes-housey acid jazz sound was not much different from the music of Down To The Bone.In mid-2017, Discogs user cheebacheebakid, a former DJ in the genre, [provided the broader definition](https://www.discogs.com/forum/thread/748381#7424627), saying Jazzdance encompassed all styles of jazz that were dancefloor friendly in the 1980s and beyond: "Jazzdance (without the space) was one way Gilles, Forge, et. al. referred to Rare Groove in the early 80s as played at Dingwall's, Ronnie Scott's, The Jazz Cafe, etc. Like Northern Soul (from which it kind of branched off), they were catch-all terms for highly danceable jazz (usually Latin or Brazilian inflected). Often Dancefloor Jazz was used as well, moreso by labels like Mojo, LuvNHaight, etc.. It morphed into Acid Jazz as a marketing term when Acid House got huge in late 80s. Then soon after Acid Jazz meant modern acts playing Jazzdance/Rare Groove style music (e.g., Snowboy, BNH, JTQ, etc) and now it iseems Jazzdance is used on anything remotely toe-tappable with a horn or Hammond.";|/style/jazzdance
70000137|Electronic|Jersey Club||/style/jersey+club
70000138|Electronic|Juke||/style/juke
70000139|Electronic|Jumpstyle|Hardcore spin-off with slower than usual tempos (140-150 BPM). Loud claps are layered over the kicks, thus creating a stomping beat that encourages dancers to jump to it. Bass and melody are usually arranged in a shuffle beat, which supports the stomping character.Jumpstyle became one of the most popular Hard Electronic music genres during the period 2002-2005. During that period many Hardstyle & Hard Dance producers switched to Jumpstyle.|/style/jumpstyle
70000140|Electronic|Jungle|Jungle is a mainly sample-based style of Electronic music that emerged during the mid-90's in the UK. The genre emerged out of styles such as Hardcore, often using the same breakbeats and the same equipment. Jungle is characterized by high tempos (160 to 175 BPM being the average), chopped-up and often seemingly random breakbeat sequencing, heavy basslines, Reggae influence, and the iconic sound of Akai cyclic timestretch. Jungle also focuses on a sense of atmospheric intelligence contrasting with the violent sound of high tempo drums and basslines, juxtaposing the sounds of Romplers and samples of New-Age songs with the heavy, relentless chopping of breaks such as the famous Amen break. It is said to have given birth to such genres as Drum And Bass and Breakcore.|/style/jungle
70000141|Electronic|Latin||/style/latin
70000142|Electronic|Leftfield|On Discogs, this term tends to be applied to anything with a "quirky"; component, or anything that's atypical of its genre, or to which no style really seems to apply. Sometimes it is used as a less-alienating alternative for the term Experimental.In many cases, it features acidic, wave-y sounds which sometimes might make the sound seem like seapunk/vaporwave-house/techno.|/style/leftfield
70000143|Electronic|Lento Violento|Lento Violento is a style of electronic dance music that developed in Italy. Its name means Slow & Violent, as this style typically has a tempo between 70 and 130 BPM. It consists of a hard kick, like the ones present in Hardcore or Hardstyle, but played at a very slow tempo, with vocal samples and dark acid sounds on loop.|/style/lento+violento
70000144|Electronic|Makina|Spanish blend of hard house, happy hardcore and hard trance. Usually quite fast, bouncy and with over-the-top happy melodies.Originated in the early 90's, still being produced today.When it arrived to Britain, the genre became hugely popular especially in the North East of England and Scotland but also attracts ravers from as far as Yorkshire, Greater Manchester, Merseyside, Lancashire, Staffordshire and the West Midlands to name but a few|/style/makina
70000145|Electronic|Minimal|Minimal is an adjective, and as such must be used to sharpen the style descritpion (minimal techno for instance). The term was first time used on a track from Speedy J. E.P.'s Intercontinental on the label Plus 8 Records know for have a colder and minimalistic sound than early Michigan Lake labels. While minimalism is hard to define precisely, its aesthetic can be summarized by the saying "less is more";, like cold-wave bands looking for a empty sound in the 80's. When used by itself, it generally denotes electronic music that uses only one synthesizer and one drum machine, without complex, layered melodies and instruments. Usually no vocals.|/style/minimal
70000146|Electronic|Minimal Techno||/style/minimal+techno
70000147|Electronic|Modern Classical|On Discogs, this is used for music that emphasizes traditional orchestral instruments, but that has an electronic component, such as tape loops, samples, noticable effects, drum machines, and so on. It is sometimes also used for things like string quartet or brass band covers of electronic music, even though the music itself isn't electronic.Better not to be used for academic composers for whom you should use Musique concrète if it's an electronic composition or Contemporary (genre: Classical) for instrumental music or both genres and styles if this is a composition mixing electronic sounds / effects and instruments.|/style/modern+classical
70000148|Electronic|Moombahton||/style/moombahton
70000149|Electronic|Musique Concrète|Very early electronic music that used tapes, tubes, transistors and other electronic equipment to make music.Nowadays, Musique concrète uses natural sounds (from field recordings for instance), often heavily treated, and/or pure electronic sounds (analog / digital synthesis) in abstract compositions, mostly without melody and rhythm.Used on Discogs for different kinds of music, not only the actual musique concrète: early electronic music as pioneered by Stockhausen, electroacoustic / acousmatic music, tape music and other kinds of electronic academic music. Can also be used for field recordings and other soundscapes.|/style/musique+concrète
70000150|Electronic|Neo Trance||/style/neo+trance
70000151|Electronic|Neofolk|Neofolk, also known as post-industrial folk or apocalyptic folk, is a form of experimental music blending elements of folk and industrial music, which emerged in punk rock circles in the 1980s. Neofolk may either be solely acoustic or combine acoustic folk instrumentation with various other sounds.&#8211; https://en.wikipedia.org/wiki/Neofolk|/style/neofolk
70000152|Electronic|Nerdcore Techno|Nerdcore Techno is not to be confused with Nerdcore Hip Hop. It is coincidental that these were named similarly.Nerdcore Techno is a style of Techno that emerged in Japan in the early 90's and was popularized by labels such as [全日本レコード](https://www.discogs.com/label/936329) and [Toy Label](https://www.discogs.com/label/69643) as well as Jungle/Techno collective [サイケアウツ](https://www.discogs.com/artist/1116830). It is most often seen as a combination of Techno, Breakbeat and Jungle, known for remixing melodies/heavy sampling of typical Japanese (and occassionally western) pop culture and incorporating a comedic and/or nostalgic undertone. Often referencing either campy 80's and 90's pop culture or otaku/nerd culture such as anime or videogames, there is some overlap with [J-Core](https://reference.discogslabs.com/style/j-core) artists/labels, and Nerdcore Techno can be seen as the foundation of [J-Core](https://reference.discogslabs.com/style/j-core). But while [J-Core](https://reference.discogslabs.com/style/j-core) focuses on the Hardcore side of things, Nerdcore Techno focuses on the Techno and Jungle side of music. The BPM can vary a lot depending on the artist's personal style but it often ranges between 130 and 160 BPM, leaning towards the higher BPMs and can sometimes go as high as 180 BPM.Nerdcore Techno's origins seem to draw inspiration from early techno acts like [Yellow Magic Orchestra](https://www.discogs.com/artist/22061-Yellow-Magic-Orchestra) and [Kraftwerk](https://www.discogs.com/artist/4654-Kraftwerk). One of the earliest known examples of what could be reasonably be considered nerdcore is a track called サイバー長介 by 猛毒 (https://youtu.be/q7440o6YTkk), released in 1992.Many underground events focused on Nerdcore Techno were held and articles appeared on Nerdcore Techno during the 90's in Quick Japan, a prolific music magazine. At the peak of its popularity it had a significant following in Japan, though it remains largely an unseen, fleeting and mysterious movement outside of Japan. Today, Nerdcore Techno continues to live on mostly on the internet in the form of netlabels such as [Anything Records](https://www.discogs.com/label/178394), but there are still examples of labels that organize parties and release (pressed) physical releases. Toy Label (among others) still regularly releases physical albums, and overseas it has gained some traction as well in the form of labels such as [NiTEFLARE](https://www.discogs.com/label/188528) and [Allkore](https://www.discogs.com/label/150242). |/style/nerdcore+techno
70000153|Electronic|New Age|New Age is a marketing term used for various forms of soft, melodic, instrumental music, often intended for relaxation or "easy"; listening. It tends to be made with synthesizers or digital keyboards, played in traditional styles (as a piano ordinarily would be), although it can lean toward the experimental as well. On the experimental side, it includes a broad range of ambient music, space music, field recordings of nature sounds (rainfall, lightning, trees rustling, animals, etc.), and may feature chanting or drone noises. However, it almost always emphasizes tonal sounds and a lead melody. Strong modal harmonies may be present. It does not resemble dance music and is usually made by people with no connection to underground or even mainstream dance scenes.|/style/new+age
70000154|Electronic|New Beat|New Beat was a wave of electronic dance music specific to the Belgian club scene from around 1987 and into 1990, with its greatest popularity in 1988 and 1989. New Beat was often characterized by a relatively slow beat incorporating samples, synths and hypnotic bass lines. There's not a lot of "pure"; New Beat music; it was always a fusion genre, constantly incorporating the sounds of other popular dance music of its era, including synth-pop, EBM/industrial dance, electro, house, acid house, and to a lesser extent, Detroit techno.New Beat had a significant, reciprocal influence on the stabby, buzzy "rave"; aesthetic in techno music. Influences from New Beat evolved into the foundation of trance music (e.g. Age of Love's "The Age of Love"; and Revelation's "First Power";/";Synth-It";).New Beat faded into history as its artists increasingly converted to making higher-tempo music more strongly associated with techno or trance.In between of New Beat and Belgium Techno around 1989 there was Hard Beat, also named Skizzo but mostly used is the term Hard Beat for that transition sound of 1988 New Beat to 1990 Belgium Techno sound. (e.g. Boy Toy &#8211; Touch My Body and Nasty Thoughts &#8211; Rock The House)|/style/new+beat
70000155|Electronic|Noise||/style/noise
70000156|Electronic|Nu-Disco|Nu-Disco emerged in the early 2000s as a contemporary, mostly electronic interpretation of disco music.Most nu-disco has no named sub-style or clearly defining characteristics, other than being rhythmically disco-based and not fitting into any other genre.Nu-Disco often makes use of the standard disco rhythm (kick drum on every beat and a closed hi-hat on every eighth note), rather than the "high-energy"; disco rhythm which underpins much house music (same kick but with an open hi-hat on the "off beat";, i.e. every eighth note in between). It may also incorporate 1980s Italo Disco-style synths & drum machines.Some nu-disco is simply re-edits (sometimes with added effects) of original-era disco & boogie tracks. Some nu-disco is in a slowed-down "slow motion";/";cosmic"; style. Some is quite fast and "hard"; and can be more precisely described as "electro-disco"; or "electro-house"; depending on its resemblance to electro, electroclash, disco, and house. Some nu-disco has a very retro, Italo-Disco inspired sound but probably should not be tagged as Italo-Disco.|/style/nu-disco
70000157|Electronic|Power Electronics|Power electronics was originally coined by William Bennett as part of the sleevenotes to the Whitehouse album Psychopathia Sexualis, and is related to the early Industrial Records scene but later became more identified with noise music. It consists of static, screeching waves of feedback, analogue synthesizers making sub-bass pulses or high frequency squealing sounds, and screamed, distorted, often hateful and offensive lyrics. Deeply atonal, there are no conventional melodies or rhythms.|/style/power+electronics
70000158|Electronic|Progressive Breaks||/style/progressive+breaks
70000159|Electronic|Progressive House|Progressive House's roots are primarily in the U.K. in the beginning of the '90s, typified by producers like William Orbit, with his Guerilla label, and Leftfield, with their Hard Hands label. Two British DJs, Sasha & John Digweed helped popularize the sound in the club "Renaissance";. The label Limbo Records launched from legendary Glasgow record store 23rd Precinct was also a major actor of the style. One of the biggest hits of the genre was "Passion"; by Gat Decor.Typical elements of the style are house rhythms around 125 BPM; a dubby, galloping/chugging bassline; and a dreamy, spacey atmosphere. In a sense, it is a combination of house and trance, with the soulful, booty-shaking elements toned down and replaced by long chords and dubby ear candy. It evolved into a more minimalistic aesthetic with the emergence of a new scene in 2003 led by musician/DJs such as James Holden & Nathan Fake from the label Border Community.Related styles are Progressive Breaks, Progressive Trance, and Progressive Psytrance. It's often difficult to say a particular track is strictly progressive house, progressive breaks, or progressive trance, so people often lump the three genres together under a single "progressive"; catch-all.|/style/progressive+house
70000160|Electronic|Progressive Trance|Progressive trance often very close to the musically progressive house is a style of Trance appeared well after acid trance, goa, and hard trance. Progressive trance is melodious but without synth arpeggios & less vocals. With a beat and a bassline faster to the house (134-142 BPM), the songs are long and have an interesting construction where different elements are brought gradual and gentle way (hence the name of this style). First down compared to the Uplifting, this style has become the style of Trance most likely at the end of the decade 2000-2010|/style/progressive+trance
70000161|Electronic|Psy-Trance|Heritage from the Goa Trance, Psychedelic Trance is more dusky & repetitive than the original orientation of the style. There are also less multi-layered melodies; making the sound more techno-like. The style emerged during the year 1998 with German productions from X-Dream or Planet BEN. The Scandinavian artists also brought a major influence to the style with a colder and harder sound. Artists like Atmos, Koxbox or Son Kite made it popular till 2002.With technology the style has developed immensely, starting to sound like the modern psy-trance at around 2003-2004.Among the most influential artists in the genre are Infected Mushroom, GMS, Astral Projection, 1200 Mics and Talamasca.Some of the most popular names that have been active the past 15 years are artists such as Sesto Sento, Vibe Tribe, Phanatic, InterSys, Soniq Vision, Electro Sun, Space Buddha, Cosmic Tone, UltraVoice, Astrix, Safi Connection, Audiotec and Space Cat.|/style/psy-trance
